trt,site,yr,month,day,line,replicate (2m apart),measurement (cm),g_per_m2
cattle,cattle2_1,2022,7,6,4,22,5,185.752917
cattle,cattle2_1,2022,7,6,4,23,8,246.3626844
cattle,cattle2_1,2022,7,6,4,24,13,347.3789633
cattle,cattle2_1,2022,7,6,4,25,4,165.5496613
cattle,cattle2_1,2022,7,6,4,26,1,104.9398939
cattle,cattle2_1,2022,7,6,4,27,11,306.9724517
cattle,cattle2_1,2022,7,6,4,28,11,306.9724517
cattle,cattle2_1,2022,7,6,4,29,5,185.752917
cattle,cattle2_1,2022,7,6,4,30,2,125.1431497
cattle,cattle2_1,2022,7,6,9,1,7,226.1594286
cattle,cattle2_1,2022,7,6,9,2,10,286.769196
cattle,cattle2_1,2022,7,6,9,3,8,246.3626844
cattle,cattle2_1,2022,7,6,9,4,6,205.9561728
cattle,cattle2_1,2022,7,6,9,5,5,185.752917
cattle,cattle2_1,2022,7,6,9,6,7,226.1594286
cattle,cattle2_1,2022,7,6,9,7,5,185.752917
cattle,cattle2_1,2022,7,6,9,8,14,367.5822191
cattle,cattle2_1,2022,7,6,9,9,8,246.3626844
cattle,cattle2_1,2022,7,6,9,10,5,185.752917
cattle,cattle2_1,2022,7,6,9,11,5,185.752917
cattle,cattle2_1,2022,7,6,9,12,7,226.1594286
cattle,cattle2_1,2022,7,6,9,13,8,246.3626844
cattle,cattle2_1,2022,7,6,9,14,6,205.9561728
cattle,cattle2_1,2022,7,6,9,15,5,185.752917
cattle,cattle2_1,2022,7,6,9,16,7,226.1594286
cattle,cattle2_1,2022,7,6,9,17,11,306.9724517
cattle,cattle2_1,2022,7,6,9,18,11,306.9724517
cattle,cattle2_1,2022,7,6,9,19,10,286.769196
cattle,cattle2_1,2022,7,6,9,20,7,226.1594286
cattle,cattle2_1,2022,7,6,9,21,7,226.1594286
cattle,cattle2_1,2022,7,6,9,22,3,145.3464055
cattle,cattle2_1,2022,7,6,9,23,10,286.769196
cattle,cattle2_1,2022,7,6,9,24,6,205.9561728
cattle,cattle2_1,2022,7,6,9,25,7,226.1594286
cattle,cattle2_1,2022,7,6,9,26,9,266.5659402
cattle,cattle2_1,2022,7,6,9,27,9,266.5659402
cattle,cattle2_1,2022,7,6,9,28,7,226.1594286
cattle,cattle2_1,2022,7,6,9,29,11,306.9724517
cattle,cattle2_1,2022,7,6,9,30,9,266.5659402
cattle,cattle3_1,2022,7,5,4,1,1,104.9398939
cattle,cattle3_1,2022,7,5,4,2,2,125.1431497
cattle,cattle3_1,2022,7,5,4,3,1,104.9398939
cattle,cattle3_1,2022,7,5,4,4,2,125.1431497
cattle,cattle3_1,2022,7,5,4,5,2,125.1431497
cattle,cattle3_1,2022,7,5,4,6,5,185.752917
cattle,cattle3_1,2022,7,5,4,7,2,125.1431497
cattle,cattle3_1,2022,7,5,4,8,2,125.1431497
cattle,cattle3_1,2022,7,5,4,9,4,165.5496613
cattle,cattle3_1,2022,7,5,4,10,4,165.5496613
cattle,cattle3_1,2022,7,5,4,11,2,125.1431497
cattle,cattle3_1,2022,7,5,4,12,2,125.1431497
cattle,cattle3_1,2022,7,5,4,13,5,185.752917
cattle,cattle3_1,2022,7,5,4,14,3,145.3464055
cattle,cattle3_1,2022,7,5,4,15,3,145.3464055
cattle,cattle3_1,2022,7,5,4,16,1,104.9398939
cattle,cattle3_1,2022,7,5,4,17,3,145.3464055
cattle,cattle3_1,2022,7,5,4,18,1,104.9398939
cattle,cattle3_1,2022,7,5,4,19,3,145.3464055
cattle,cattle3_1,2022,7,5,4,20,2,125.1431497
cattle,cattle3_1,2022,7,5,4,21,3,145.3464055
cattle,cattle3_1,2022,7,5,4,22,4,165.5496613
cattle,cattle3_1,2022,7,5,4,23,1,104.9398939
cattle,cattle3_1,2022,7,5,4,24,4,165.5496613
cattle,cattle3_1,2022,7,5,4,25,6,205.9561728
cattle,cattle3_1,2022,7,5,4,26,1,104.9398939
cattle,cattle3_1,2022,7,5,4,27,3,145.3464055
cattle,cattle3_1,2022,7,5,4,28,3,145.3464055
cattle,cattle3_1,2022,7,5,4,29,2,125.1431497
cattle,cattle3_1,2022,7,5,4,30,3,145.3464055
cattle,cattle3_1,2022,7,5,9,1,1,104.9398939
cattle,cattle3_1,2022,7,5,9,2,4,165.5496613
cattle,cattle3_1,2022,7,5,9,3,2,125.1431497
cattle,cattle3_1,2022,7,5,9,4,2,125.1431497
cattle,cattle3_1,2022,7,5,9,5,3,145.3464055
cattle,cattle3_1,2022,7,5,9,6,2,125.1431497
cattle,cattle3_1,2022,7,5,9,7,3,145.3464055
cattle,cattle3_1,2022,7,5,9,8,1,104.9398939
cattle,cattle3_1,2022,7,5,9,9,2,125.1431497
cattle,cattle3_1,2022,7,5,9,10,4,165.5496613
cattle,cattle3_1,2022,7,5,9,11,2,125.1431497
cattle,cattle3_1,2022,7,5,9,12,7,226.1594286
cattle,cattle3_1,2022,7,5,9,13,5,185.752917
cattle,cattle3_1,2022,7,5,9,14,5,185.752917
cattle,cattle3_1,2022,7,5,9,15,5,185.752917
cattle,cattle3_1,2022,7,5,9,16,4,165.5496613
cattle,cattle3_1,2022,7,5,9,17,5,185.752917
cattle,cattle3_1,2022,7,5,9,18,3,145.3464055
cattle,cattle3_1,2022,7,5,9,19,4,165.5496613
cattle,cattle3_1,2022,7,5,9,20,9,266.5659402
cattle,cattle3_1,2022,7,5,9,21,3,145.3464055
cattle,cattle3_1,2022,7,5,9,22,5,185.752917
cattle,cattle3_1,2022,7,5,9,23,3,145.3464055
cattle,cattle3_1,2022,7,5,9,24,3,145.3464055
cattle,cattle3_1,2022,7,5,9,25,4,165.5496613
cattle,cattle3_1,2022,7,5,9,26,4,165.5496613
cattle,cattle3_1,2022,7,5,9,27,1,104.9398939
cattle,cattle3_1,2022,7,5,9,28,3,145.3464055
cattle,cattle3_1,2022,7,5,9,29,3,145.3464055
cattle,cattle3_1,2022,7,5,9,30,3,145.3464055
trtpd,trtpd1_1,2022,7,6,4,1,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,2,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,3,10,286.769196
trtpd,trtpd1_1,2022,7,6,4,4,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,5,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,6,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,7,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,8,0,84.73663812
trtpd,trtpd1_1,2022,7,6,4,9,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,10,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,11,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,12,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,13,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,14,4,165.5496613
trtpd,trtpd1_1,2022,7,6,4,15,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,16,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,17,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,18,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,19,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,20,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,21,0,84.73663812
trtpd,trtpd1_1,2022,7,6,4,22,2,125.1431497
trtpd,trtpd1_1,2022,7,6,4,23,0,84.73663812
trtpd,trtpd1_1,2022,7,6,4,24,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,25,5,185.752917
trtpd,trtpd1_1,2022,7,6,4,26,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,27,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,28,1,104.9398939
trtpd,trtpd1_1,2022,7,6,4,29,0,84.73663812
trtpd,trtpd1_1,2022,7,6,4,30,1,104.9398939
trtpd,trtpd1_1,2022,7,6,9,1,1,104.9398939
trtpd,trtpd1_1,2022,7,6,9,2,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,3,10,286.769196
trtpd,trtpd1_1,2022,7,6,9,4,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,5,4,165.5496613
trtpd,trtpd1_1,2022,7,6,9,6,5,185.752917
trtpd,trtpd1_1,2022,7,6,9,7,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,8,4,165.5496613
trtpd,trtpd1_1,2022,7,6,9,9,4,165.5496613
trtpd,trtpd1_1,2022,7,6,9,10,5,185.752917
trtpd,trtpd1_1,2022,7,6,9,11,5,185.752917
trtpd,trtpd1_1,2022,7,6,9,12,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,13,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,14,1,104.9398939
trtpd,trtpd1_1,2022,7,6,9,15,4,165.5496613
trtpd,trtpd1_1,2022,7,6,9,16,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,17,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,18,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,19,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,20,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,21,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,22,4,165.5496613
trtpd,trtpd1_1,2022,7,6,9,23,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,24,5,185.752917
trtpd,trtpd1_1,2022,7,6,9,25,5,185.752917
trtpd,trtpd1_1,2022,7,6,9,26,5,185.752917
trtpd,trtpd1_1,2022,7,6,9,27,3,145.3464055
trtpd,trtpd1_1,2022,7,6,9,28,1,104.9398939
trtpd,trtpd1_1,2022,7,6,9,29,2,125.1431497
trtpd,trtpd1_1,2022,7,6,9,30,1,104.9398939
trtpd,trtpd2_1,2022,7,4,4,1,23,549.4115212
trtpd,trtpd2_1,2022,7,4,4,2,8,246.3626844
trtpd,trtpd2_1,2022,7,4,4,3,7,226.1594286
trtpd,trtpd2_1,2022,7,4,4,4,25,589.8180327
trtpd,trtpd2_1,2022,7,4,4,5,5,185.752917
trtpd,trtpd2_1,2022,7,4,4,6,11,306.9724517
trtpd,trtpd2_1,2022,7,4,4,7,4,165.5496613
trtpd,trtpd2_1,2022,7,4,4,8,1,104.9398939
trtpd,trtpd2_1,2022,7,4,4,9,2,125.1431497
trtpd,trtpd2_1,2022,7,4,4,10,1,104.9398939
trtpd,trtpd2_1,2022,7,4,4,11,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,12,1,104.9398939
trtpd,trtpd2_1,2022,7,4,4,13,2,125.1431497
trtpd,trtpd2_1,2022,7,4,4,14,2,125.1431497
trtpd,trtpd2_1,2022,7,4,4,15,2,125.1431497
trtpd,trtpd2_1,2022,7,4,4,16,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,17,1,104.9398939
trtpd,trtpd2_1,2022,7,4,4,18,1,104.9398939
trtpd,trtpd2_1,2022,7,4,4,19,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,20,2,125.1431497
trtpd,trtpd2_1,2022,7,4,4,21,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,22,2,125.1431497
trtpd,trtpd2_1,2022,7,4,4,23,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,24,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,25,4,165.5496613
trtpd,trtpd2_1,2022,7,4,4,26,5,185.752917
trtpd,trtpd2_1,2022,7,4,4,27,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,28,4,165.5496613
trtpd,trtpd2_1,2022,7,4,4,29,3,145.3464055
trtpd,trtpd2_1,2022,7,4,4,30,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,1,25,589.8180327
trtpd,trtpd2_1,2022,7,4,9,2,10,286.769196
trtpd,trtpd2_1,2022,7,4,9,3,17,428.1919865
trtpd,trtpd2_1,2022,7,4,9,4,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,5,10,286.769196
trtpd,trtpd2_1,2022,7,4,9,6,2,125.1431497
trtpd,trtpd2_1,2022,7,4,9,7,1,104.9398939
trtpd,trtpd2_1,2022,7,4,9,8,10,286.769196
trtpd,trtpd2_1,2022,7,4,9,9,9,266.5659402
trtpd,trtpd2_1,2022,7,4,9,10,15,387.7854749
trtpd,trtpd2_1,2022,7,4,9,11,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,12,2,125.1431497
trtpd,trtpd2_1,2022,7,4,9,13,4,165.5496613
trtpd,trtpd2_1,2022,7,4,9,14,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,15,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,16,2,125.1431497
trtpd,trtpd2_1,2022,7,4,9,17,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,18,6,205.9561728
trtpd,trtpd2_1,2022,7,4,9,19,15,387.7854749
trtpd,trtpd2_1,2022,7,4,9,20,1,104.9398939
trtpd,trtpd2_1,2022,7,4,9,21,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,22,2,125.1431497
trtpd,trtpd2_1,2022,7,4,9,23,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,24,3,145.3464055
trtpd,trtpd2_1,2022,7,4,9,25,2,125.1431497
trtpd,trtpd2_1,2022,7,4,9,26,4,165.5496613
trtpd,trtpd2_1,2022,7,4,9,27,2,125.1431497
trtpd,trtpd2_1,2022,7,4,9,28,9,266.5659402
trtpd,trtpd2_1,2022,7,4,9,29,14,367.5822191
trtpd,trtpd2_1,2022,7,4,9,30,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,1,0,84.73663812
trtpd,trtpd3_1,2022,7,7,4,2,0,84.73663812
trtpd,trtpd3_1,2022,7,7,4,3,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,4,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,5,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,6,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,7,0,84.73663812
trtpd,trtpd3_1,2022,7,7,4,8,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,9,0,84.73663812
trtpd,trtpd3_1,2022,7,7,4,10,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,11,3,145.3464055
trtpd,trtpd3_1,2022,7,7,4,12,3,145.3464055
trtpd,trtpd3_1,2022,7,7,4,13,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,14,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,15,10,286.769196
trtpd,trtpd3_1,2022,7,7,4,16,13,347.3789633
trtpd,trtpd3_1,2022,7,7,4,17,13,347.3789633
trtpd,trtpd3_1,2022,7,7,4,18,6,205.9561728
trtpd,trtpd3_1,2022,7,7,4,19,4,165.5496613
trtpd,trtpd3_1,2022,7,7,4,20,9,266.5659402
trtpd,trtpd3_1,2022,7,7,4,21,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,22,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,23,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,24,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,25,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,26,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,27,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,28,1,104.9398939
trtpd,trtpd3_1,2022,7,7,4,29,2,125.1431497
trtpd,trtpd3_1,2022,7,7,4,30,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,1,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,2,2,125.1431497
trtpd,trtpd3_1,2022,7,7,9,3,2,125.1431497
trtpd,trtpd3_1,2022,7,7,9,4,2,125.1431497
trtpd,trtpd3_1,2022,7,7,9,5,0,84.73663812
trtpd,trtpd3_1,2022,7,7,9,6,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,7,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,8,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,9,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,10,0,84.73663812
trtpd,trtpd3_1,2022,7,7,9,11,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,12,0,84.73663812
trtpd,trtpd3_1,2022,7,7,9,13,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,14,0,84.73663812
trtpd,trtpd3_1,2022,7,7,9,15,0,84.73663812
trtpd,trtpd3_1,2022,7,7,9,16,0,84.73663812
trtpd,trtpd3_1,2022,7,7,9,17,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,18,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,19,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,20,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,21,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,22,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,23,2,125.1431497
trtpd,trtpd3_1,2022,7,7,9,24,2,125.1431497
trtpd,trtpd3_1,2022,7,7,9,25,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,26,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,27,5,185.752917
trtpd,trtpd3_1,2022,7,7,9,28,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,29,1,104.9398939
trtpd,trtpd3_1,2022,7,7,9,30,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,1,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,2,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,3,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,4,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,5,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,6,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,4,7,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,8,1,104.9398939
untrtpd,untrtpd1_1,2022,7,8,4,9,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,4,10,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,11,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,12,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,13,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,14,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,15,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,16,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,17,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,18,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,19,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,20,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,21,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,4,22,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,23,1,104.9398939
untrtpd,untrtpd1_1,2022,7,8,4,24,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,25,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,26,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,27,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,4,28,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,29,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,4,30,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,1,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,2,7,226.1594286
untrtpd,untrtpd1_1,2022,7,8,9,3,6,205.9561728
untrtpd,untrtpd1_1,2022,7,8,9,4,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,5,2,125.1431497
untrtpd,untrtpd1_1,2022,7,8,9,6,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,7,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,8,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,9,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,10,7,226.1594286
untrtpd,untrtpd1_1,2022,7,8,9,11,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,12,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,13,6,205.9561728
untrtpd,untrtpd1_1,2022,7,8,9,14,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,15,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,16,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,17,6,205.9561728
untrtpd,untrtpd1_1,2022,7,8,9,18,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,19,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,20,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,9,21,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,22,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,23,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,9,24,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,9,25,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,26,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,27,5,185.752917
untrtpd,untrtpd1_1,2022,7,8,9,28,4,165.5496613
untrtpd,untrtpd1_1,2022,7,8,9,29,3,145.3464055
untrtpd,untrtpd1_1,2022,7,8,9,30,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,1,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,2,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,3,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,4,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,5,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,6,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,7,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,8,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,9,1,104.9398939
untrtpd,untrtpd2_1,2022,7,6,4,10,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,11,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,12,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,13,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,14,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,15,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,16,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,17,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,18,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,19,1,104.9398939
untrtpd,untrtpd2_1,2022,7,6,4,20,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,21,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,22,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,23,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,24,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,25,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,26,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,4,27,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,4,28,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,29,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,4,30,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,1,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,2,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,3,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,4,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,5,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,6,5,185.752917
untrtpd,untrtpd2_1,2022,7,6,9,7,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,8,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,9,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,10,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,9,11,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,12,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,13,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,14,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,15,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,9,16,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,17,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,9,18,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,19,6,205.9561728
untrtpd,untrtpd2_1,2022,7,6,9,20,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,21,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,22,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,9,23,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,24,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,9,25,2,125.1431497
untrtpd,untrtpd2_1,2022,7,6,9,26,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,27,5,185.752917
untrtpd,untrtpd2_1,2022,7,6,9,28,4,165.5496613
untrtpd,untrtpd2_1,2022,7,6,9,29,3,145.3464055
untrtpd,untrtpd2_1,2022,7,6,9,30,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,4,1,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,4,2,5,185.752917
untrtpd,untrtpd3_1,2022,7,6,4,3,5,185.752917
untrtpd,untrtpd3_1,2022,7,6,4,4,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,5,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,6,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,7,1,104.9398939
untrtpd,untrtpd3_1,2022,7,6,4,8,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,4,9,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,4,10,5,185.752917
untrtpd,untrtpd3_1,2022,7,6,4,11,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,12,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,13,6,205.9561728
untrtpd,untrtpd3_1,2022,7,6,4,14,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,15,8,246.3626844
untrtpd,untrtpd3_1,2022,7,6,4,16,7,226.1594286
untrtpd,untrtpd3_1,2022,7,6,4,17,6,205.9561728
untrtpd,untrtpd3_1,2022,7,6,4,18,5,185.752917
untrtpd,untrtpd3_1,2022,7,6,4,19,6,205.9561728
untrtpd,untrtpd3_1,2022,7,6,4,20,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,21,5,185.752917
untrtpd,untrtpd3_1,2022,7,6,4,22,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,23,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,24,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,4,25,4,165.5496613
untrtpd,untrtpd3_1,2022,7,6,4,26,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,4,27,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,4,28,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,4,29,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,4,30,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,9,1,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,2,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,3,2,125.1431497
untrtpd,untrtpd3_1,2022,7,6,9,4,3,145.3464055
untrtpd,untrtpd3_1,2022,7,6,9,5,2,125.1431497
